Sample in Buffer,Sample in Window,TRIGGER,axi_imem_rresp[1:0],axi_imem_rdata[31:0],axi_imem_arlen[7:0],axi_dmem_araddr[31:0],axi_dmem_wdata[31:0],axi_imem_araddr[31:0],axi_dmem_wstrb[3:0],axi_dmem_rdata[31:0],axi_dmem_awaddr[31:0],axi_dmem_arvalid,axi_dmem_awready,axi_dmem_awvalid,axi_dmem_bvalid,axi_dmem_rvalid,axi_dmem_wlast,axi_dmem_wvalid,axi_imem_arready,axi_imem_arvalid,axi_imem_rlast,axi_imem_rready,axi_imem_rvalid,uart_irq,uart_rxd,uart_txd
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
230,230,0,0,fe078ce3,00,ff010014,00000049,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
231,231,0,0,fe078ce3,00,ff010014,0000004d,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
232,232,0,0,fbf50793,00,ff010014,00000043,ffffdc38,f,00000020,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
233,233,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
234,234,0,0,0207f793,00,ff010014,0000005b,ffffdc84,f,00005b20,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
235,235,0,0,00f67613,00,ff010014,00000034,ffffddc0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
236,236,0,0,01472783,00,ff010014,00000030,ffffddf4,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
237,237,0,0,00f6f793,00,ff010014,00000030,ffffde24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
238,238,0,0,fe078ce3,00,ff010014,00000030,ffffde40,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
239,239,0,0,00f6f693,00,ff010014,00000031,ffffdcf0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
240,240,0,0,01472783,00,ff010014,00000031,ffffdd24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
241,241,0,0,00f57513,00,ff010014,00000030,ffffdd54,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
242,242,0,0,0207f793,00,ff010014,00000034,ffffdd6c,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
243,243,0,0,0207f793,00,ff010014,0000005d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
244,244,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
245,245,0,0,0207f793,00,ff010014,00000049,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
246,246,0,0,0207f793,00,ff010014,0000004d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
247,247,0,0,0207f793,00,ff010014,00000050,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
248,248,0,0,0207f793,00,ff010014,00000049,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
249,249,0,0,0207f793,00,ff010014,00000044,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
250,250,0,0,0207f793,00,ff010014,0000003a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
251,251,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
252,252,0,0,00f67613,00,ff010014,00000032,ffffddc0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
253,253,0,0,01472783,00,ff010014,00000032,ffffddf4,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
254,254,0,0,00f6f793,00,ff010014,00000030,ffffde24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
255,255,0,0,fe078ce3,00,ff010014,00000031,ffffde40,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
256,256,0,0,00f6f693,00,ff010014,00000031,ffffdcf0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
257,257,0,0,01472783,00,ff010014,00000032,ffffdd24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
258,258,0,0,00f57513,00,ff010014,00000030,ffffdd54,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
259,259,0,0,0207f793,00,ff010014,00000030,ffffdd6c,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
260,260,0,0,0207f793,00,ff010014,0000000d,ffffdca0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
261,261,0,0,0207f793,00,ff010014,0000000a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
262,262,0,0,0207f793,00,ff010014,00000053,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
263,263,0,0,0207f793,00,ff010014,0000004f,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
264,264,0,0,0207f793,00,ff010014,00000043,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
265,265,0,0,0207f793,00,ff010014,00000049,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
266,266,0,0,0207f793,00,ff010014,00000044,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
267,267,0,0,0207f793,00,ff010014,0000003a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
268,268,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
269,269,0,0,00f67613,00,ff010014,00000032,ffffddc0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
270,270,0,0,01472783,00,ff010014,00000031,ffffddf4,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
271,271,0,0,00f6f793,00,ff010014,00000030,ffffde24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
272,272,0,0,fe078ce3,00,ff010014,00000034,ffffde40,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
273,273,0,0,00f6f693,00,ff010014,00000032,ffffdcf0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
274,274,0,0,01472783,00,ff010014,00000036,ffffdd24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
275,275,0,0,00f57513,00,ff010014,00000030,ffffdd54,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
276,276,0,0,0207f793,00,ff010014,00000030,ffffdd6c,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
277,277,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
278,278,0,0,0207f793,00,ff010014,00000042,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
279,279,0,0,0207f793,00,ff010014,0000004c,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
280,280,0,0,0207f793,00,ff010014,00000044,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
281,281,0,0,0207f793,00,ff010014,00000049,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
282,282,0,0,0207f793,00,ff010014,00000044,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
283,283,0,0,0207f793,00,ff010014,0000003a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
284,284,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
285,285,0,0,00f67613,00,ff010014,00000032,ffffddc0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
286,286,0,0,01472783,00,ff010014,00000032,ffffddf4,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
287,287,0,0,00f6f793,00,ff010014,00000030,ffffde24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
288,288,0,0,fe078ce3,00,ff010014,00000031,ffffde40,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
289,289,0,0,00f6f693,00,ff010014,00000031,ffffdcf0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
290,290,0,0,01472783,00,ff010014,00000032,ffffdd24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
291,291,0,0,00f57513,00,ff010014,00000030,ffffdd54,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
292,292,0,0,0207f793,00,ff010014,00000032,ffffdd6c,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
293,293,0,0,0207f793,00,ff010014,0000000d,ffffdca0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
294,294,0,0,0207f793,00,ff010014,0000000a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
295,295,0,0,0207f793,00,ff010014,00000050,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
296,296,0,0,0207f793,00,ff010014,0000006c,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
297,297,0,0,0207f793,00,ff010014,00000061,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
298,298,0,0,0207f793,00,ff010014,00000074,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
299,299,0,0,0207f793,00,ff010014,00000066,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
300,300,0,0,0207f793,00,ff010014,0000006f,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
301,301,0,0,0207f793,00,ff010014,00000072,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
302,302,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
303,303,0,0,0207f793,00,ff010014,0000003a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
304,304,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
305,305,0,0,0207f793,00,ff010014,0000006e,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
306,306,0,0,0207f793,00,ff010014,00000065,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
307,307,0,0,0207f793,00,ff010014,00000078,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
308,308,0,0,0207f793,00,ff010014,00000079,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
309,309,0,0,0207f793,00,ff010014,00000073,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
310,310,0,0,0207f793,00,ff010014,00000034,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
311,311,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
312,312,0,0,0207f793,00,ff010014,00000064,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
313,313,0,0,0207f793,00,ff010014,00000072,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
314,314,0,0,0207f793,00,ff010014,0000005f,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
315,315,0,0,0207f793,00,ff010014,00000073,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
316,316,0,0,0207f793,00,ff010014,00000063,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
317,317,0,0,0207f793,00,ff010014,00000072,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
318,318,0,0,0207f793,00,ff010014,00000031,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
319,319,0,0,0207f793,00,ff010014,0000002c,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
320,320,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
321,321,0,0,0207f793,00,ff010014,00000063,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
322,322,0,0,0207f793,00,ff010014,00000070,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
323,323,0,0,0207f793,00,ff010014,00000075,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
324,324,0,0,0207f793,00,ff010014,00000063,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
325,325,0,0,0207f793,00,ff010014,0000006c,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
326,326,0,0,0207f793,00,ff010014,0000006b,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
327,327,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
328,328,0,0,0207f793,00,ff010014,00000033,ffffe060,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
329,329,0,0,0207f793,00,ff010014,00000030,ffffe060,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
330,330,0,0,0207f793,00,ff010014,0000004d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
331,331,0,0,0207f793,00,ff010014,00000048,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
332,332,0,0,0207f793,00,ff010014,0000007a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
333,333,0,0,0207f793,00,ff010014,0000002c,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
334,334,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
335,335,0,0,0207f793,00,ff010014,00000073,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
336,336,0,0,0207f793,00,ff010014,00000079,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
337,337,0,0,0207f793,00,ff010014,00000073,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
338,338,0,0,0207f793,00,ff010014,00000063,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
339,339,0,0,0207f793,00,ff010014,0000006c,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
340,340,0,0,0207f793,00,ff010014,0000006b,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
341,341,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
342,342,0,0,0207f793,00,ff010014,00000033,ffffe060,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
343,343,0,0,0207f793,00,ff010014,00000030,ffffe060,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
344,344,0,0,0207f793,00,ff010014,0000004d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
345,345,0,0,0207f793,00,ff010014,00000048,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
346,346,0,0,0207f793,00,ff010014,0000007a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
347,347,0,0,0207f793,00,ff010014,0000000d,ffffdca0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
348,348,0,0,0207f793,00,ff010014,0000000a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
349,349,0,0,0207f793,00,ff010014,0000004d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
350,350,0,0,0207f793,00,ff010014,00000065,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
351,351,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
352,352,0,0,0207f793,00,ff010014,0000006f,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
353,353,0,0,0207f793,00,ff010014,00000072,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
354,354,0,0,0207f793,00,ff010014,00000079,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
355,355,0,0,0207f793,00,ff010014,00000020,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
356,356,0,0,0207f793,00,ff010014,0000006d,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
357,357,0,0,0207f793,00,ff010014,00000061,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
358,358,0,0,0207f793,00,ff010014,00000070,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
359,359,0,0,0207f793,00,ff010014,0000003a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
360,360,0,0,0207f793,00,ff010014,0000000d,ffffdca0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
361,361,0,0,0207f793,00,ff010014,0000000a,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
362,362,0,0,00f67613,00,ff010014,00000030,ffffddc0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
363,363,0,0,01472783,00,ff010014,00000030,ffffddf4,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
364,364,0,0,00f6f793,00,ff010014,00000030,ffffde24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
365,365,0,0,fe078ce3,00,ff010014,00000030,ffffde40,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
366,366,0,0,00f6f693,00,ff010014,00000030,ffffdcf0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
367,367,0,0,01472783,00,ff010014,00000030,ffffdd24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
368,368,0,0,00f57513,00,ff010014,00000030,ffffdd54,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
369,369,0,0,0207f793,00,ff010014,00000030,ffffdd6c,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
370,370,0,0,fe078ce3,00,ff010014,0000002d,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
371,371,0,0,00f67613,00,ff010014,00000030,ffffddc0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
372,372,0,0,01472783,00,ff010014,00000037,ffffddf4,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
373,373,0,0,00f6f793,00,ff010014,00000046,ffffde24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
374,374,0,0,fe078ce3,00,ff010014,00000046,ffffde40,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
375,375,0,0,00f6f693,00,ff010014,00000046,ffffdcf0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
376,376,0,0,01472783,00,ff010014,00000046,ffffdd24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
377,377,0,0,00f57513,00,ff010014,00000046,ffffdd54,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
378,378,0,0,0207f793,00,ff010014,00000046,ffffdd6c,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
379,379,0,0,fe078ce3,00,ff010014,00000009,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
380,380,0,0,00f67613,00,ff010014,00000030,ffffddc0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
381,381,0,0,01472783,00,ff010014,00000030,ffffddf4,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
382,382,0,0,00f6f793,00,ff010014,00000030,ffffde24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
383,383,0,0,fe078ce3,00,ff010014,00000030,ffffde40,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
384,384,0,0,00f6f693,00,ff010014,00000030,ffffdcf0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
385,385,0,0,01472783,00,ff010014,00000030,ffffdd24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
386,386,0,0,00f57513,00,ff010014,00000030,ffffdd54,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
387,387,0,0,0207f793,00,ff010014,00000030,ffffdd6c,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
388,388,0,0,fe078ce3,00,ff010014,00000009,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
389,389,0,0,0207f793,00,ff010014,00000044,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
390,390,0,0,0207f793,00,ff010014,00000044,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
391,391,0,0,0207f793,00,ff010014,00000052,ffffdc84,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
392,392,0,0,fe078ce3,00,ff010014,0000000d,ffffdc54,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
393,393,0,0,fe078ce3,00,ff010014,0000000a,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
394,394,0,0,00f67613,00,ff010014,00000046,ffffddc0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
395,395,0,0,01472783,00,ff010014,00000030,ffffddf4,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
396,396,0,0,00f6f793,00,ff010014,00000030,ffffde24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
397,397,0,0,fe078ce3,00,ff010014,00000030,ffffde40,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
398,398,0,0,00f6f693,00,ff010014,00000030,ffffdcf0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
399,399,0,0,01472783,00,ff010014,00000030,ffffdd24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
400,400,0,0,00f57513,00,ff010014,00000030,ffffdd54,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
401,401,0,0,0207f793,00,ff010014,00000030,ffffdd6c,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
402,402,0,0,fe078ce3,00,ff010014,0000002d,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
403,403,0,0,00f67613,00,ff010014,00000046,ffffddc0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
404,404,0,0,01472783,00,ff010014,00000030,ffffddf4,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
405,405,0,0,00f6f793,00,ff010014,00000030,ffffde24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
406,406,0,0,fe078ce3,00,ff010014,00000031,ffffde40,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
407,407,0,0,00f6f693,00,ff010014,00000046,ffffdcf0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
408,408,0,0,01472783,00,ff010014,00000046,ffffdd24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
409,409,0,0,00f57513,00,ff010014,00000046,ffffdd54,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
410,410,0,0,0207f793,00,ff010014,00000046,ffffdd6c,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
411,411,0,0,fe078ce3,00,ff010014,00000009,ffffdc38,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
412,412,0,0,00f67613,00,ff010014,00000030,ffffddc0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
413,413,0,0,01472783,00,ff010014,00000030,ffffddf4,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
414,414,0,0,00f6f793,00,ff010014,00000030,ffffde24,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
415,415,0,0,fe078ce3,00,ff010014,00000030,ffffde40,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
416,416,0,0,00f6f693,00,ff010014,00000030,ffffdcf0,f,00000000,ff010000,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
